class_id,class_name,category,graph_name,node_name,middle_name,graph_coord,pair_key,node_alias,skill_internal,paramdata,tooltip_key,tooltip_uuid,skill_name_EN,skill_name_ZH,source,status
254,Vex,action_modifier,Progress_DarkSiren_ActionSkill_Modifiers_PhaseShard,Wake the Dead,Wake the Dead,,pair1631222928,Wake the Dead,SkillDef_DarkSiren_ActionSkill_PhaseShard,SkillParam_DarkSiren_PhaseShard_Cap_3.SkillParam_DarkSiren_PhaseShard_Cap_3,,,Wake the Dead,,fallback,alias_fallback
254,Vex,action_modifier,Progress_DarkSiren_ActionSkill_Modifiers_PhaseShard,Wither,Wither,,pair2945127574,Wither,SkillDef_DarkSiren_ActionSkill_PhaseShard,SkillParam_DarkSiren_PhaseShard_Aug_3.SkillParam_DarkSiren_PhaseShard_Aug_3,tooltip_darksiren_actionskill_phaseshard_augment_weakeninghex,514A79E042A9D10FC2516CB09B4E2EA2,Wither,凋零,alias_match,tooltip
254,Vex,action_skill,Progress_DarkSiren_ActionSkills,Phase Avatar,Phase Avatar,,pair1008204052,Phase Avatar,SkillDef_DarkSiren_ActionSkill_PhaseAvatar,,tooltip_darksiren_actionskill_phaseavatar,3AC7C46B4C7E245F40F1CD9360871276,Incarnate,化身,exact_skill,tooltip
254,Vex,action_skill,Progress_DarkSiren_ActionSkills,Phase Covenant,Phase Covenant,,pair2442309920,Phase Covenant,SkillDef_DS_Trait_PhaseCovenant,,tooltip_ds_trait_phasecovenant,BB80F66F409E73D6F061E8A6F7ED4653,Phase Covenant,相位契约,exact_skill,tooltip
254,Vex,action_skill,Progress_DarkSiren_ActionSkills,Phase Echo,Phase Echo,,pair256377300,Phase Echo,SkillDef_DarkSiren_ActionSkill_PhaseShard,,tooltip_darksiren_actionskill_phaseecho,6EAC64F94031CE46A652D68C7A7D1D5F,Dead Ringer,死亡分身,exact_skill,tooltip
254,Vex,action_skill,Progress_DarkSiren_ActionSkills,Phase Familiar,Phase Familiar,,pair2674582898,Phase Familiar,SkillDef_DarkSiren_ActionSkill_PhaseFamiliar,,tooltip_darksiren_actionskill_phasefamiliar,34C626644ED11F340CBAD485A8FE2B86,Phase Phamiliar,相位魔宠,exact_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Death_01,Branch - Row 3 - 3,Branch - Row 3 - 3,Branch - Row 3 - 3,pair247481704,,,,,,Branch - Row 3 - 3,,fallback,coord_fallback
254,Vex,passive,Progress_DS_Branch_Death_01,Radiating Attunement,Radiating Attunement,Branch - Row 1 - 1,pair4271287588,Radiating Attunement,SkillDef_DS_P_RadiatingAttunement,,tooltip_ds_p_radiatingattunement,6CA0C7FC47E7B78F5759018E06883D5F,Radiant Attunement,辐射调和,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Death_01,Radiating Influence,Radiating Influence,Branch - Row 3 - 1,pair2665652686,Radiating Influence,SkillDef_DS_P_RadiatingInfluence,,tooltip_ds_p_radiatinginfluence,664FFE8043DB23ECE57580BB57FEC90E,Havoc,末日浩劫,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Death_01,Radioactive Resonance,Radioactive Resonance,Branch - Row 2 - 1,pair1833012133,Radioactive Resonance,SkillDef_DS_P_RadioactiveResonance,,tooltip_ds_p_radioactiveresonance,0BB4A14C4076D3A8985711AF0FF0434B,Dreadlight,恐惧之光,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Death_01,Refreshing Waters,Refreshing Waters,Branch - Row 2 - 2,pair1579053925,Refreshing Waters,SkillDef_DS_P_RefreshingWaters,,tooltip_ds_p_refreshingwaters,3E48308448842C437220138D01D6D208,Restorative Tonic,恢复补品,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Death_01,Spirit Cooling,Spirit Cooling,Branch - Row 2 - 3,pair4251152131,Spirit Cooling,SkillDef_DS_P_SpiritCooling,,tooltip_ds_p_spiritcooling,BAF7F77743B4F6AB1E43FDB2913F630F,Full Moon,满月,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Death_01,Vorpal Spirits,Vorpal Spirits,Branch - Row 1 - 3,pair1857309058,Vorpal Spirits,SkillDef_DS_P_VorpalSpirits,,tooltip_ds_p_vorpalspirits,F52B9D9643F833A686316AA3D69494E8,Conjunction,结合,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Death_02,Branch - Row 3 - 1,Branch - Row 3 - 1,Branch - Row 3 - 1,pair2665652686,,,,,,Branch - Row 3 - 1,,fallback,coord_fallback
254,Vex,passive,Progress_DS_Branch_Death_02,Extra,Extra,Branch - Row 2 - 2,pair1579053925,Extra,SkillDef_DS_P_Extra,,tooltip_ds_p_extra,E60CC5AE40AEA8E2E0C8E5B83686C207,Mortal Terror,致命恐惧,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Death_02,Grave Elements,Grave Elements,Branch - Row 2 - 3,pair4251152131,Grave Elements,SkillDef_DS_P_GraveElements,,tooltip_ds_p_graveelements,685A7E7F47FC5255A0CDEAA2E375CB45,Grave Elements,悲冥元素,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Death_02,Phase Pocket,Phase Pocket,Branch - Row 2 - 1,pair1833012133,Phase Pocket,SkillDef_DS_P_PhasePocket,,tooltip_ds_p_phasepocket,4A7D87C548A39D5C15D62DA07E88946E,Phase Pocket,相位口袋,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Death_02,Spirited Away,Spirited Away,Branch - Row 3 - 3,pair247481704,Spirited Away,SkillDef_DS_P_SpiritedAway,,tooltip_ds_p_spiritedaway,724D78C34E0A328E31857A97FB17ADA1,Strike Me Down,向我开炮,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Death_02,Vorpal Mind,Vorpal Mind,Branch - Row 1 - 3,pair1857309058,Vorpal Mind,SkillDef_DS_P_VorpalMind,,tooltip_ds_p_vorpalmind,809C8C2C48C7DD84D2793E9D5BC56B52,Keen Mind,敏锐思维,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Death_02,Wombo Combo,Wombo Combo,Branch - Row 1 - 1,pair4271287588,Wombo Combo,SkillDef_DS_P_WomboCombo,,tooltip_ds_p_wombocombo,4B99F25F4B05C0F3B7372AAE2A9C27E2,Drink Full,满饮一杯,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Death_03,Blood Is Power,Blood Is Power,Branch - Row 3 - 3,pair247481704,Blood Is Power,SkillDef_DS_P_BloodIsPower,,tooltip_ds_p_bloodispower,29D69E75411796B9F5F727AEEA5744CE,Blood Is Power,血即力量,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Death_03,Bloodshot,Bloodshot,Branch - Row 2 - 2,pair1579053925,Bloodshot,SkillDef_DS_P_Bloodshot,,tooltip_ds_p_bloodshot,C240A2B94113863F806699A2E30E2D02,Blood Shot,血腥弹药,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Death_03,Branch - Row 3 - 1,Branch - Row 3 - 1,Branch - Row 3 - 1,pair2665652686,,,,,,Branch - Row 3 - 1,,fallback,coord_fallback
254,Vex,passive,Progress_DS_Branch_Death_03,Draining Essence,Draining Essence,Branch - Row 2 - 3,pair4251152131,Draining Essence,SkillDef_DS_P_DrainingEssence,,tooltip_ds_p_drainingessence,8C931B4A494E1D434F5830898C0761F2,Essence Leech,精髓吸取,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Death_03,Enlightenment,Enlightenment,Branch - Row 1 - 3,pair1857309058,Enlightenment,SkillDef_DS_P_Enlightenment,,tooltip_ds_p_enlightenment,4074054E426C394F4B39BBB92DC7157B,Ars Arcana,奥法秘术,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Death_03,Grave Extension,Grave Extension,Branch - Row 2 - 1,pair1833012133,Grave Extension,SkillDef_DS_P_PhaseExtension,,tooltip_ds_p_phaseextension,78037BCB4BC33AC1092B8EB4408D756B,A Deeper Grave,深邃墓穴,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Death_03,Grave Vitality,Grave Vitality,Branch - Row 1 - 1,pair4271287588,Grave Vitality,SkillDef_DS_P_GraveVitality,,tooltip_ds_p_gravevitality,B972991C466F4D6FF331DC97C8AF3AC0,Grave Vitality,悲冥活力,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Domination_01,Branch - Row 3 - 3,Branch - Row 3 - 3,Branch - Row 3 - 3,pair247481704,,,,,,Branch - Row 3 - 3,,fallback,coord_fallback
254,Vex,passive,Progress_DS_Branch_Domination_01,Cryonic Attunement,Cryonic Attunement,Branch - Row 1 - 1,pair4271287588,Cryonic Attunement,SkillDef_DS_P_CryonicAttunement,,tooltip_ds_p_cryonicattunement,4BDDAE6343F6D5337D7D08872F898565,Icy Attunement,寒冰调和,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Domination_01,Cryonic Influence,Cryonic Influence,Branch - Row 3 - 1,pair2665652686,Cryonic Influence,SkillDef_DS_P_CryonicInfluence,,tooltip_ds_p_cryonicinfluence,90653D7D4E44CB0611E4A49580004FC7,Shiver,颤抖,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Domination_01,Explosive Fiends,Explosive Fiends,Branch - Row 2 - 2,pair1579053925,Explosive Fiends,SkillDef_DS_P_ExplosiveFiends,,tooltip_ds_p_explosivefiends,7DBE378D45F7899A559EDCBEE034055E,Blasted Fiends,爆裂恶魔,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Domination_01,Hardened Spirit,Hardened Spirit,Branch - Row 2 - 3,pair4251152131,Hardened Spirit,SkillDef_DS_P_HardenedSpirit,,tooltip_ds_p_hardenedspirit,D7ECD42441AB5E92B46A469E8D9FC0AD,Corporeal,实体,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Domination_01,Overspirited,Overspirited,Branch - Row 2 - 1,pair1833012133,Overspirited,SkillDef_DS_P_Overspirited,,tooltip_ds_p_overspirited,9F143435486D7DA11DB8088E7B0C6D1C,Overspirited,亢奋爆发,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Domination_01,Primed and Ready,Primed and Ready,Branch - Row 1 - 3,pair1857309058,Primed and Ready,SkillDef_DS_P_PrimedAndReady,,tooltip_ds_p_primedandready,7AAA35C74D4DE8C77B4A2BA7C8EFC6CF,Blast Rites,爆炸仪式,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Domination_02,Branch - Row 3 - 3,Branch - Row 3 - 3,Branch - Row 3 - 3,pair247481704,,,,,,Branch - Row 3 - 3,,fallback,coord_fallback
254,Vex,passive,Progress_DS_Branch_Domination_02,Elemental Essence,Elemental Essence,Branch - Row 1 - 1,pair4271287588,Elemental Essence,SkillDef_DS_P_ElementalEssence,,tooltip_ds_p_elementalessence,0AA4C3F44CAC67C6880547924ABC57AA,Elemental Essence,元素精髓,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Domination_02,Grave Sacrifice,Grave Sacrifice,Branch - Row 2 - 2,pair1579053925,Grave Sacrifice,SkillDef_DS_P_GraveSacrifice,,tooltip_ds_p_gravesacrifice,545E7278447EF9E0AC0476BFD7D809D2,Sacrificial Essence,献祭精髓,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Domination_02,Keen Fiends,Keen Fiends,Branch - Row 1 - 3,pair1857309058,Keen Fiends,SkillDef_DS_P_KeenFiends,,tooltip_ds_p_keenfiends,D14B5AC0448EFD292288358B7FED3D25,Keen Fiends,敏锐恶魔,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Domination_02,Keen Preservation,Keen Preservation,Branch - Row 2 - 3,pair4251152131,Keen Preservation,SkillDef_DS_P_PreservingEssence,,tooltip_ds_p_preservingessence,D35508A54F6EA17F67A2428328DC5DCD,Reawakening,再次觉醒,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Domination_02,Tail Whip,Tail Whip,Branch - Row 3 - 1,pair2665652686,Tail Whip,SkillDef_DarkSiren_ActionSkill_PhaseFamiliar,SkillParam_DarkSiren_PhaseFamiliar_TailWhip.SkillParam_DarkSiren_PhaseFamiliar_TailWhip,tooltip_darksiren_actionskill_phasefamiliar,34C626644ED11F340CBAD485A8FE2B86,Phase Phamiliar,相位魔宠,exact_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Domination_02,The Reaping,The Reaping,Branch - Row 2 - 1,pair1833012133,The Reaping,SkillDef_DS_P_TheReaping,,tooltip_ds_p_thereaping,E70EFC8F4127F30EE47756A7B98AC1FC,Infernal Sum,炼狱汇聚,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Domination_03,Branch - Row 3 - 3,Branch - Row 3 - 3,Branch - Row 3 - 3,pair247481704,,,,,,Branch - Row 3 - 3,,fallback,coord_fallback
254,Vex,passive,Progress_DS_Branch_Domination_03,Grave Shock,Grave Shock,Branch - Row 1 - 3,pair1857309058,Grave Shock,SkillDef_DS_P_GraveShock,,tooltip_ds_p_graveshock,5739FC814AEF599B73A5F78CDCA05602,Grave Current,悲冥电流,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Domination_03,Gravy Drain,Gravy Drain,Branch - Row 2 - 2,pair1579053925,Gravy Drain,SkillDef_DS_P_GravyDrain,,tooltip_ds_p_gravydrain,E30F12094F7C258BE62C538DA127561B,Grave Thirst,悲冥渴望,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Domination_03,Runic Mediicine,Runic Mediicine,Branch - Row 2 - 3,pair4251152131,Runic Mediicine,SkillDef_DS_P_RunicMedicine,,tooltip_ds_p_runicmedicine,FABE2584449ED682717BDAB924124ADF,Infusion,灌注,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Domination_03,Shocking Attunement,Shocking Attunement,Branch - Row 1 - 1,pair4271287588,Shocking Attunement,SkillDef_DS_P_ShockingAttunement,,tooltip_ds_p_shockingattunement,786B087D4D83401E9C9BB79401765C17,Shocking Attunement,电击调和,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Domination_03,Shocking Influence,Shocking Influence,Branch - Row 3 - 1,pair2665652686,Shocking Influence,SkillDef_DS_P_ShockingInfluence,,tooltip_ds_p_shockinginfluence,E985CA1F409CEE8D0AC01F87022F16C8,Stormblessed,风暴祝福,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Domination_03,Undead Wire,Undead Wire,Branch - Row 2 - 1,pair1833012133,Undead Wire,SkillDef_DS_P_UndeadWire,,tooltip_ds_p_undeadwire,F93492AF4B704F855987F783A1431D15,Deadwire,死线,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Duplicate_01,Assassin,Assassin,Branch - Row 2 - 2,pair1579053925,Assassin,SkillDef_DS_P_Assassin,,tooltip_ds_p_assassin,E7C913654EE7EABB03626FBD305406B8,Ghasterbait,恶灵诱饵,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Duplicate_01,Branch - Row 3 - 3,Branch - Row 3 - 3,Branch - Row 3 - 3,pair247481704,,,,,,Branch - Row 3 - 3,,fallback,coord_fallback
254,Vex,passive,Progress_DS_Branch_Duplicate_01,Corroding Attunement,Corroding Attunement,Branch - Row 1 - 1,pair4271287588,Corroding Attunement,SkillDef_DS_P_CorrodingAttunement,,tooltip_ds_p_corrodingattunement,04B034464DEA6EC17E2A208DBC1AC5E8,Blight Attunement,枯萎调和,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Duplicate_01,Corroding Influence,Corroding Influence,Branch - Row 3 - 1,pair2665652686,Corroding Influence,SkillDef_DS_P_CorrodingInfluence,,tooltip_ds_p_corrodinginfluence,DB178BD6482789B6F60794B22D19A46F,Necrosis,死灵术,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Duplicate_01,Critical Suffering,Critical Suffering,Branch - Row 2 - 1,pair1833012133,Critical Suffering,SkillDef_DS_P_CriticalSuffering,,tooltip_ds_p_criticalsuffering,6F1F4998449F279A205EE3A4BAF04147,Keen Suffering,敏锐痛楚,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Duplicate_01,Hot Swap,Hot Swap,Branch - Row 2 - 3,pair4251152131,Hot Swap,SkillDef_DS_P_HotSwap,,tooltip_ds_p_hotswap,DC2A54FD43F5B0102F0B2C88933A5E83,Shot To Go!,一击即中！,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Duplicate_01,Prismatic Poisons,Prismatic Poisons,Branch - Row 1 - 3,pair1857309058,Prismatic Poisons,SkillDef_DS_P_PrismaticPoisons,,tooltip_ds_p_prismaticpoisons,FB9B27BC493C0044B030828C893CB4E0,Prismatic Ichor,光棱灵液,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Duplicate_02,Deathstraction,Deathstraction,Branch - Row 2 - 2,pair1579053925,Deathstraction,SkillDef_DS_P_Deathstraction,,tooltip_ds_p_deathstraction,346FA5AD4A379BE67515B6BA02529997,Death Follows Closer,死神将至,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Duplicate_02,Fiery Attunement,Fiery Attunement,Branch - Row 1 - 1,pair4271287588,Fiery Attunement,SkillDef_DS_P_FireyAttunement,,tooltip_ds_p_fireyattunement,C2B8A0B44C867ADB3F7BE4B687325A54,Burning Attunement,焚烧调和,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Duplicate_02,Fiery Influence,Fiery Influence,Branch - Row 3 - 1,pair2665652686,Fiery Influence,SkillDef_DS_P_FieryInfluence,,tooltip_ds_p_fieryinfluence,FA341FCD4642F15B380A5486EAE3E404,Burnt Offering,燔祭,passive_skill,tooltip
254,Vex,passive,Progress_DS_Branch_Duplicate_02,Phase Dagger,Phase Dagger,Branch - Row 2 - 3,pair4251152131,Phase Dagger,SkillDef_DS_P_PhaseDagger,,tooltip_ds_p_phasedagger,9A19A0D241AAE0A4FC595BADFA836587,Haruspex,占卜僧人,passive_skill,tooltip
